     0.000     0.182    13.167     12868267.500     0.000     0.000  2750.000      00********
     0.000    -0.772    39.085     38604802.500     0.000     0.000  2750.000      00********
     0.000    -1.249    51.784     51473070.000     0.000     0.000  2750.000      00********
     0.000    -1.933    69.738     69925680.000     0.000     0.000  2750.000      00********
     0.000    -2.203    76.726     77209605.000     0.000     0.000  2750.000      00********
     0.000    -2.680    88.955     90077872.500     0.000     0.000  2750.000      00********
     0.000    -3.157   101.027    102946140.000     0.000     0.000  2750.000      00********
     0.000    -3.634   112.941    115814407.500     0.000     0.000  2750.000      00********
     0.000    -4.588   136.347    141550942.500     0.000     0.000  2750.000      00********
     0.000    -5.065   147.787    154419210.000     0.000     0.000  2750.000      00********
     0.000    -5.542   159.070    167287477.500     0.000     0.000  2750.000      00********
     0.000    -6.019   170.194    180155745.000     0.000     0.000  2750.000      00********
     0.000    -7.054   193.852    208077457.500     0.000     0.000  2750.000      00********
     0.000    -7.927   213.228    231628815.000     0.000     0.000  2750.000      00********
     0.000    -8.881   233.791    257365350.000     0.000     0.000  2750.000      00********
     0.000    -9.834   253.704    283074907.500     0.000     0.000  2750.000      00********
     0.000   -10.856   274.372    310645912.500     0.000     0.000  2750.000      00********
     0.000   -11.742   294.311    335417143.500     0.000     0.000  2850.000      00********
     0.000   -12.696   315.577    362089552.500     0.000     0.000  2850.000      00********
     0.000   -13.650   336.626    388761961.500     0.000     0.000  2850.000      00********
     0.000   -15.558   378.139    442106779.500     0.000     0.000  2850.000      00********
     0.000   -17.466   418.781    495451597.500     0.000     0.000  2850.000      00********
     0.000   -19.374   458.558    548796415.500     0.000     0.000  2850.000      00********
     0.000   -21.000   491.759    594256936.500     0.000     0.000  2850.000      00********
     0.000   -23.190   537.974    657634441.500     0.000     0.000  2950.000      00********
     0.000   -25.911   594.755    736378821.000     0.000     0.000  2950.000      00********
     0.000   -27.006   617.400    768067573.500     0.000     0.000  2950.000      00********
     0.000   -28.913   656.526    823255200.000     0.000     0.000  2950.000      00********
     0.000   -30.821   695.312    878471766.000     0.000     0.000  2950.000      00********
     0.000   -32.006   719.201    912765073.500     0.000     0.000  2950.000      00********
    50.000  -147.145  1405.732   4659557634.587     8.079     4.417  3349.468      99   37949
    50.000  -151.915  1407.887   4816401634.052     8.099     4.428  3354.003      99   39149
    50.000  -156.686  1410.043   4973504114.674     8.116     4.435  3358.953      99   40650
    50.000  -161.457  1412.199   5130819599.917     8.128     4.440  3363.379      99   41851
    50.000  -166.228  1414.355   5288346178.971     8.147     4.449  3367.815      99   43051
    50.000  -170.999  1416.512   5446092362.253     8.163     4.455  3372.612      99   44552
    50.000  -175.770  1418.668   5604047097.648     8.175     4.460  3376.978      99   45753
    50.000  -180.541  1420.824   5762219475.410     8.196     4.470  3381.759      99   47253
    50.000  -185.311  1422.979   5920565763.712     8.206     4.473  3386.070      99   48454
    50.000  -190.082  1425.135   6079151120.398     8.222     4.481  3390.385      99   49654
    50.000  -194.853  1427.291   6237952241.291     8.239     4.486  3395.126      99   51155
    50.000  -199.624  1429.448   6396959348.543     8.249     4.491  3399.433      99   52356
    50.000  -204.395  1431.604   6556179077.754     8.269     4.500  3404.055      99   53856
    50.000  -209.166  1433.760   6715603387.865     8.279     4.502  3408.391      99   55057
    50.000  -213.937  1435.916   6875234680.516     8.292     4.509  3412.731      99   56258
    50.000  -218.707  1438.071   7035046693.788     8.311     4.518  3417.394      99   57758
    50.000  -228.249  1442.384   7355367466.401     8.336     4.528  3426.391      99   60459
    50.000  -237.791  1446.696   7676532526.722     8.359     4.537  3435.475      99   63161
    50.000  -247.333  1451.008   7998549447.315     8.388     4.549  3444.617      99   65862
    50.000  -256.874  1455.320   8321395384.167     8.413     4.558  3453.929      99   68563
    50.000  -266.416  1459.632   8645153343.042     8.438     4.569  3463.388      99   71264
    50.000  -275.958  1463.944   8969806203.757     8.461     4.578  3473.049      99   73966
    50.000  -285.499  1468.256   9295349128.666     8.485     4.590  3483.122      99   76667
    50.000  -290.270  1470.412   9458490658.107     8.495     4.594  3488.121      99   77868
    50.000  -295.041  1472.568   9621881646.237     8.510     4.601  3493.605      99   79368
    50.000  -299.812  1474.724   9785519719.707     8.517     4.603  3498.848      99   80569
    50.000  -304.583  1476.880   9949430826.754     8.532     4.611  3505.073      99   82069
    50.000  -314.125  1481.192  10278265645.788     8.522     4.627  3520.790      99   84771
    50.000  -323.666  1485.504  10608267882.264     8.551     4.637  3530.670      99   87472
    50.000  -333.208  1489.816  10939261764.132     8.578     4.646  3541.129      99   90173
    50.000  -342.750  1494.128  11271251266.730     8.607     4.653  3551.943      99   93175
    50.000  -352.291  1498.440  11604206113.397     8.633     4.662  3562.686      99   95876
    50.000  -361.833  1502.752  11938077496.296     8.658     4.673  3570.701      99   98577
    50.000  -371.375  1507.064  12272721007.603     8.685     4.685  3579.036      99  101578
    50.000  -380.917  1511.376  12608126969.050     8.705     4.693  3587.198      99  104280
    50.000  -390.458  1515.688  12944267066.256     8.732     4.705  3595.386      99  106981
    50.000  -400.000  1520.000  13281225839.968     8.759     4.718  3603.832      99  109982
    55.000     0.239    13.116     12868267.500     0.000     0.000  2750.000      00  109982
    55.000    -0.715    38.854     38604802.500     0.000     0.000  2750.000      00  109982
    55.000    -1.340    55.358     55465740.000     0.000     0.000  2750.000      00  109982
    55.000    -1.669    63.929     64341337.500     0.000     0.000  2750.000      00  109982
    55.000    -2.146    76.215     77209605.000     0.000     0.000  2750.000      00  109982
    55.000    -2.623    88.343     90077872.500     0.000     0.000  2750.000      00  109982
    55.000    -3.100   100.315    102946140.000     0.000     0.000  2750.000      00  109982
    55.000    -3.577   112.130    115814407.500     0.000     0.000  2750.000      00  109982
    55.000    -4.531   135.293    141550942.500     0.000     0.000  2750.000      00  109982
    55.000    -5.009   146.665    154446187.500     0.000     0.000  2750.000      00  109982
    55.000    -5.486   157.858    167314455.000     0.000     0.000  2750.000      00  109982
    55.000    -5.963   168.895    180182722.500     0.000     0.000  2750.000      00  109982
    55.000    -6.917   190.505    205919257.500     0.000     0.000  2750.000      00  109982
    55.000    -7.871   211.496    231655792.500     0.000     0.000  2750.000      00  109982
    55.000    -8.825   231.868    257392327.500     0.000     0.000  2750.000      00  109982
    55.000    -9.779   251.622    283128862.500     0.000     0.000  2750.000      00  109982
    55.000   -11.055   277.075    317552152.500     0.000     0.000  2750.000      00  109982
    55.000   -11.687   291.122    335221924.500     0.000     0.000  2850.000      00  109982
    55.000   -12.641   312.153    361894333.500     0.000     0.000  2850.000      00  109982
    55.000   -13.595   332.974    388566742.500     0.000     0.000  2850.000      00  109982
    55.000   -15.503   373.989    441911560.500     0.000     0.000  2850.000      00  109982
    55.000   -17.412   414.186    495284337.000     0.000     0.000  2850.000      00  109982
    55.000   -19.320   453.523    548629155.000     0.000     0.000  2850.000      00  109982
    55.000   -21.030   488.065    596438190.000     0.000     0.000  2850.000      00  109982
    55.000   -23.136   532.091    657384777.000     0.000     0.000  2950.000      00  109982
    55.000   -25.044   571.627    712601343.000     0.000     0.000  2950.000      00  109982
    55.000   -26.952   610.830    767817909.000     0.000     0.000  2950.000      00  109982
    55.000   -28.861   649.721    823063414.500     0.000     0.000  2950.000      00  109982
    55.000   -30.769   688.263    878279980.500     0.000     0.000  2950.000      00  109982
    55.000   -31.946   711.875    912341772.000     0.000     0.000  2950.000      00  109982
    55.000   -34.585   736.975    997810245.409     7.948     4.537  3300.909      96    8544
    55.000   -37.447   763.915   1090476247.872     7.944     4.531  3299.838      96    9149
    55.000   -40.310   790.774   1183158969.490     7.943     4.524  3299.440      96   10054
    55.000   -43.172   817.482   1275803149.599     7.955     4.524  3299.686      96   10959
    55.000   -46.034   843.896   1368561404.769     7.963     4.520  3307.842      96   11564
    55.000   -48.896   870.070   1461446583.558     7.968     4.517  3308.181      96   12469
    55.000   -51.759   896.044   1554351130.957     7.959     4.508  3307.338      96   13074
    55.000   -54.621   921.835   1647230092.861     7.965     4.503  3308.064      96   13979
    55.000   -57.483   947.546   1740086006.673     7.956     4.494  3306.256      96   14584
    55.000   -60.345   973.222   1832957285.958     7.962     4.490  3307.339      96   15489
    55.000   -63.208   998.925   1925886577.158     7.962     4.484  3309.151      96   16094
    55.000   -66.070  1024.748   2018813002.481     7.966     4.479  3309.606      96   16999
    55.000   -70.840  1068.259   2173683403.502     7.954     4.463  3309.245      96   18208
    55.000   -75.611  1112.761   2328584660.096     7.956     4.453  3309.306      96   19716
    55.000   -80.381  1158.869   2483430140.045     7.941     4.432  3308.886      96   20925
    55.000   -85.152  1207.454   2638278509.254     7.929     4.414  3307.821      96   22134
    55.000   -89.922  1260.152   2793032467.548     7.905     4.384  3306.037      96   23345
    53.000   -94.388  1320.000   2937801059.519     7.880     4.354  3302.013      96   24556
    55.000   -99.463  1330.150   3102279478.124     7.939     4.380  3306.164      99   25027
    55.000  -104.233  1339.690   3257090335.226     7.950     4.381  3310.531      99   26230
    55.000  -109.004  1349.232   3412137330.972     7.967     4.387  3314.724      99   27432
    55.000  -113.774  1358.772   3567360231.016     7.983     4.390  3319.289      99   28935
    55.000  -118.545  1368.314   3722807624.171     7.991     4.390  3323.255      99   30138
    55.000  -123.315  1377.854   3878408292.443     8.004     4.393  3327.071      99   31341
    55.000  -128.086  1387.396   4034235146.558     8.024     4.400  3331.390      99   32843
    55.000  -132.856  1396.936   4190215972.518     8.028     4.397  3335.354      99   34046
    55.000  -137.626  1401.463   4346396239.440     8.043     4.402  3339.759      99   35248
    55.000  -142.397  1403.618   4502835411.154     8.069     4.416  3344.875      99   36748
    55.000  -147.167  1405.773   4659462066.828     8.079     4.417  3349.460      99   37949
    55.000  -151.938  1407.929   4816338603.434     8.099     4.428  3353.997      99   39149
    55.000  -156.708  1410.084   4973407829.410     8.116     4.435  3358.946      99   40650
    55.000  -161.479  1412.239   5130722973.410     8.128     4.440  3363.373      99   41851
    55.000  -166.249  1414.394   5288216183.274     8.147     4.449  3367.808      99   43051
    55.000  -171.019  1416.549   5445928922.403     8.163     4.455  3372.605      99   44552
    55.000  -175.790  1418.705   5603883260.959     8.175     4.460  3376.971      99   45753
    55.000  -180.560  1420.860   5762022084.870     8.196     4.470  3381.751      99   47253
    55.000  -185.331  1423.015   5920401161.883     8.206     4.473  3386.062      99   48454
    55.000  -190.101  1425.170   6078952877.091     8.222     4.481  3390.377      99   49654
    55.000  -194.872  1427.326   6237753584.105     8.239     4.486  3395.119      99   51155
    55.000  -199.642  1429.481   6396726946.002     8.249     4.491  3399.424      99   52356
    55.000  -204.412  1431.636   6555912854.101     8.269     4.500  3404.046      99   53856
    55.000  -209.183  1433.791   6715336690.721     8.279     4.502  3408.382      99   55057
    55.000  -213.953  1435.946   6874934040.894     8.292     4.509  3412.722      99   56258
    55.000  -218.724  1438.102   7034779075.839     8.311     4.518  3417.386      99   57758
    55.000  -228.265  1442.412   7355065339.246     8.336     4.528  3426.383      99   60459
    55.000  -237.805  1446.722   7676162055.040     8.359     4.537  3435.465      99   63161
    55.000  -247.346  1451.033   7998144088.825     8.388     4.549  3444.606      99   65862
    55.000  -256.887  1455.343   8320988842.546     8.413     4.558  3453.918      99   68563
    55.000  -266.428  1459.654   8644711638.771     8.438     4.569  3463.376      99   71264
    55.000  -275.969  1463.964   8969329134.191     8.461     4.578  3473.036      99   73966
    55.000  -285.510  1468.275   9294870624.631     8.485     4.590  3483.109      99   76667
    55.000  -290.280  1470.430   9457977223.741     8.495     4.594  3488.107      99   77868
    55.000  -295.051  1472.585   9621367428.213     8.510     4.601  3493.590      99   79368
    55.000  -299.821  1474.740   9784970387.732     8.517     4.603  3498.832      99   80569
    55.000  -304.591  1476.895   9948837428.064     8.530     4.610  3504.679      99   82070
    55.000  -314.132  1481.206  10277631993.106     8.524     4.628  3520.773      99   84771
    55.000  -323.673  1485.516  10607632546.622     8.551     4.637  3530.653      99   87472
    55.000  -333.214  1489.827  10938589872.351     8.578     4.646  3541.110      99   90173
    55.000  -342.755  1494.137  11270542403.114     8.607     4.653  3551.919      99   93175
    55.000  -352.296  1498.448  11603495399.851     8.633     4.662  3562.671      99   95876
    55.000  -361.837  1502.758  11937330353.010     8.658     4.673  3570.688      99   98577
    55.000  -371.377  1507.069  12271902168.251     8.685     4.685  3579.021      99  101578
    55.000  -380.918  1511.379  12607271200.270     8.705     4.693  3587.182      99  104280
    55.000  -390.459  1515.690  12943409554.334     8.732     4.705  3595.371      99  106981
    55.000  -400.000  1520.000  13280331247.524     8.759     4.718  3603.816      99  109982
    60.000     0.245    12.963     12868267.500     0.000     0.000  2750.000      00  109982
    62.000    -0.481    32.119     32453932.500     0.000     0.000  2750.000      00  109982
    60.000    -1.186    50.897     51473070.000     0.000     0.000  2750.000      00  109982
    60.000    -1.663    63.295     64341337.500     0.000     0.000  2750.000      00  109982
    60.000    -2.140    75.540     77209605.000     0.000     0.000  2750.000      00  109982
    60.000    -2.617    87.633     90077872.500     0.000     0.000  2750.000      00  109982
    60.000    -3.094    99.573    102946140.000     0.000     0.000  2750.000      00  109982
    60.000    -3.571   111.360    115814407.500     0.000     0.000  2750.000      00  109982
    60.000    -4.526   134.499    141577920.000     0.000     0.000  2750.000      00  109982
    60.000    -5.003   145.826    154446187.500     0.000     0.000  2750.000      00  109982
    60.000    -5.480   156.999    167314455.000     0.000     0.000  2750.000      00  109982
    60.000    -5.957   168.019    180182722.500     0.000     0.000  2750.000      00  109982
    60.000    -6.911   189.597    205919257.500     0.000     0.000  2750.000      00  109982
    60.000    -7.865   210.559    231655792.500     0.000     0.000  2750.000      00  109982
    60.000    -8.819   230.905    257392327.500     0.000     0.000  2750.000      00  109982
    60.000    -9.773   250.634    283128862.500     0.000     0.000  2750.000      00  109982
    60.000   -11.073   276.527    318199612.500     0.000     0.000  2750.000      00  109982
    60.000   -11.681   290.019    335198380.500     0.000     0.000  2850.000      00  109982
